word_idx,line,word_in_line,ddr_addr,value
369,46,1,1322436,558
370,46,2,1322440,558
371,46,3,1322444,558
372,46,4,1322448,558
373,46,5,1322452,558
374,46,6,1322456,558
375,46,7,1322460,558
376,47,0,1322464,559
377,47,1,1322468,559
378,47,2,1322472,559
379,47,3,1322476,559
380,47,4,1322480,559
381,47,5,1322484,559
382,47,6,1322488,559
383,47,7,1322492,559
384,48,0,1322496,560
385,48,1,1322500,560
386,48,2,1322504,560
387,48,3,1322508,560
388,48,4,1322512,560
389,48,5,1322516,560
390,48,6,1322520,560
391,48,7,1322524,560
392,49,0,1322528,561
393,49,1,1322532,561
394,49,2,1322536,561
395,49,3,1322540,561
396,49,4,1322544,561
397,49,5,1322548,561
398,49,6,1322552,561
399,49,7,1322556,561
400,50,0,1322560,562
401,50,1,1322564,562
402,50,2,1322568,562
403,50,3,1322572,562
404,50,4,1322576,562
405,50,5,1322580,562
406,50,6,1322584,562
407,50,7,1322588,562
408,51,0,1322592,563
409,51,1,1322596,563
410,51,2,1322600,563
411,51,3,1322604,563
412,51,4,1322608,563
413,51,5,1322612,563
414,51,6,1322616,563
415,51,7,1322620,563
416,52,0,1322624,564
417,52,1,1322628,564
418,52,2,1322632,564
419,52,3,1322636,564
420,52,4,1322640,564
421,52,5,1322644,564
422,52,6,1322648,564
423,52,7,1322652,564
424,53,0,1322656,565
425,53,1,1322660,565
426,53,2,1322664,565
427,53,3,1322668,565
428,53,4,1322672,565
429,53,5,1322676,565
430,53,6,1322680,565
431,53,7,1322684,565
432,54,0,1322688,566
433,54,1,1322692,566
434,54,2,1322696,566
435,54,3,1322700,566
436,54,4,1322704,566
437,54,5,1322708,566
438,54,6,1322712,566
439,54,7,1322716,566
440,55,0,1322720,567
441,55,1,1322724,567
442,55,2,1322728,567
443,55,3,1322732,567
444,55,4,1322736,567
445,55,5,1322740,567
446,55,6,1322744,567
447,55,7,1322748,567
448,56,0,1322752,568
449,56,1,1322756,568
450,56,2,1322760,568
451,56,3,1322764,568
452,56,4,1322768,568
453,56,5,1322772,568
454,56,6,1322776,568
455,56,7,1322780,568
456,57,0,1322784,569
457,57,1,1322788,569
458,57,2,1322792,569
459,57,3,1322796,569
460,57,4,1322800,569
461,57,5,1322804,569
462,57,6,1322808,569
463,57,7,1322812,569
464,58,0,1322816,570
465,58,1,1322820,570
466,58,2,1322824,570
467,58,3,1322828,570
468,58,4,1322832,570
469,58,5,1322836,570
470,58,6,1322840,570
471,58,7,1322844,570
472,59,0,1322848,571
473,59,1,1322852,571
474,59,2,1322856,571
475,59,3,1322860,571
476,59,4,1322864,571
477,59,5,1322868,571
478,59,6,1322872,571
479,59,7,1322876,571
480,60,0,1322880,572
481,60,1,1322884,572
482,60,2,1322888,572
483,60,3,1322892,572
484,60,4,1322896,572
485,60,5,1322900,572
486,60,6,1322904,572
487,60,7,1322908,572
488,61,0,1322912,573
489,61,1,1322916,573
490,61,2,1322920,573
491,61,3,1322924,573
492,61,4,1322928,573
493,61,5,1322932,573
494,61,6,1322936,573
495,61,7,1322940,573
496,62,0,1322944,574
497,62,1,1322948,574
498,62,2,1322952,574
499,62,3,1322956,574
500,62,4,1322960,574
501,62,5,1322964,574
502,62,6,1322968,574
503,62,7,1322972,574
504,63,0,1322976,575
505,63,1,1322980,575
506,63,2,1322984,575
507,63,3,1322988,575
508,63,4,1322992,575
509,63,5,1322996,575
510,63,6,1323000,575
511,63,7,1323004,575
